CountryName,CountryID,Latitude,Longitude,CountryCode,IndicatorName,IndicatorCode,y1960,y1961,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,p1960,p1961,p1962,p1963,p1964,p1965,p1966,p1967,p1968,p1969,p1970,p1971,p1972,p1973,p1974,p1975,p1976,p1977,p1978,p1979,p1980,p1981,p1982,p1983,p1984,p1985,p1986,p1987,p1988,p1989,p1990,p1991,p1992,p1993,p1994,p1995,p1996,p1997,p1998,p1999,p2000,p2001,p2002,p2003,p2004,p2005,p2006,p2007,p2008,p2009,p2010,p2011,g1960,g1961,g1962,g1963,g1964,g1965,g1966,g1967,g1968,g1969,g1970,g1971,g1972,g1973,g1974,g1975,g1976,g1977,g1978,g1979,g1980,g1981,g1982,g1983,g1984,g1985,g1986,g1987,g1988,g1989,g1990,g1991,g1992,g1993,g1994,g1995,g1996,g1997,g1998,g1999,g2000,g2001,g2002,g2003,g2004,g2005,g2006,g2007,g2008,g2009,g2010,g2011,g2012,g2013,g2014
Kiribati,296,1.4167,173,KIR,CO2 emissions (kt),EN.ATM.CO2E.KT,,7.334,11.001,18.335,18.335,11.001,11.001,22.002,33.003,11.001,22.002,29.336,25.669,36.67,33.003,33.003,33.003,22.002,22.002,25.669,29.336,29.336,25.669,22.002,22.002,22.002,18.335,22.002,22.002,22.002,22.002,22.002,22.002,22.002,22.002,22.002,36.67,29.336,33.003,29.336,33.003,25.669,40.337,40.337,44.004,62.339,69.673,51.338,55.005,40.337,62.339,62.339,,0.173540617,0.253994274,0.413211034,0.403641247,0.236809816,0.231790312,0.454211396,0.668225718,0.21869471,0.429886091,0.563936947,0.485943623,0.684077978,0.606873598,0.59821639,0.589549839,0.387256886,0.381555216,0.43871883,0.494371419,0.487819479,0.42136971,0.35625,0.350528932,0.343749024,0.279842488,0.327108917,0.318389674,0.310486432,0.303848863,0.298542701,0.294250598,0.290562848,0.286955161,0.28306766,0.464724296,0.365831151,0.404666732,0.353577842,0.391003009,0.298970393,0.461822928,0.453775368,0.485990392,0.675183312,0.739181175,0.533049528,0.558783791,0.401099775,0.607308472,0.595622098,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,27935549.99,29307055.85,29659194.64,29432432.43,28646774.9,21294783.16,20572860.96,23924520.38,30842253.3,29558753.76,28413863.09,47797320.45,49724294.95,48613287.09,56200248.57,57610600.44,67866421.47,69152441.74,67097374.04,70596129.03,67512697.12,63101272.37,72259045.96,90148518.06,102220914.8,106149546.4,104668674.7,123002259.2,135044455.6,127125253.5,150431113.6,172253739,174984468.8,168951535.1,166756805.5
St. Kitts and Nevis,659,17.3333,-62.75,KNA,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,22.002,14.668,18.335,18.335,22.002,22.002,22.002,33.003,25.669,25.669,29.336,29.336,29.336,36.67,33.003,36.67,36.67,33.003,36.67,51.338,55.005,66.006,51.338,51.338,51.338,58.672,55.005,66.006,66.006,66.006,73.34,73.34,84.341,88.008,95.342,102.676,102.676,102.676,102.676,102.676,183.35,198.018,220.02,227.354,234.688,234.688,249.356,249.356,260.357,260.357,267.691,0.214875872,0.429768532,0.28779971,0.362832209,0.367184684,0.447095162,0.455009823,0.464343752,0.711286881,0.563732595,0.571921929,0.659384131,0.6617939,0.662002979,0.827261037,0.745358869,0.830728105,0.834433168,0.75514827,0.843958573,1.188242102,1.279840849,1.543602816,1.206845483,1.213836478,1.22183878,1.407103629,1.330133243,1.60813741,1.61565575,1.616486665,1.788387915,1.773210832,2.015991013,2.077473267,2.223046073,2.366297158,2.339660476,2.312991372,2.284836886,2.254435271,3.967240782,4.218983701,4.614416644,4.695068561,4.776002768,4.710907704,4.941167146,4.880433719,5.034263395,4.973200642,5.050964187,12366635.58,12483301.96,12541635.15,12833301.08,13416632.95,13593932.43,14469078.29,16742338.59,14600000,15850000,16300000,19624746.42,22944848.51,24196018.48,31514856.72,33364054.13,30095602.18,44680002.17,49095415.8,58296656.38,67715455.47,79026050.46,84381389.62,85100494.42,95898435.71,106056991.5,125272239.3,140705637.9,165745746,185094757.5,208740424.5,209880969.6,229434526.7,249676004.4,277567267,299699655.2,318742955.2,357237677.3,364975466.2,389984439.6,420086753.4,460467975,480825584.8,463418878.1,501150888.9,543169966.7,636070988.2,684148690,734660315.1,708891299.2,692457419.4,728050618.2,731919906,787290366.9,852203083.9
"Korea, Rep.",410,37,127.5,KOR,CO2 emissions (kt),EN.ATM.CO2E.KT,12552.141,14462.648,17278.904,21103.585,22218.353,25005.273,30014.395,35151.862,37242.052,42522.532,53783.889,58616.995,60336.818,73094.311,75686.88,81829.105,93306.815,105712.276,113405.642,133211.109,134868.593,139742.036,141905.566,150904.384,163911.233,178333.544,182451.585,192660.513,221959.843,235846.772,246943.114,261482.769,284280.508,321951.599,344037.94,374771.067,403780.704,430032.757,364833.497,399864.348,447561.017,450193.923,465631.993,466215.046,482276.506,462922.08,470655.783,495675.724,507589.807,508862.256,566716.515,589426.246,0.501837251,0.561314583,0.651713667,0.774109781,0.793961905,0.871121999,1.0196641,1.166635088,1.207655726,1.348027309,1.668191979,1.782608723,1.800808443,2.143330254,2.181664351,2.319371413,2.602807792,2.903242644,3.067572142,3.549056094,3.537650534,3.60873747,3.608409089,3.781078933,4.056610689,4.370304926,4.426967249,4.628848877,5.280829355,5.555998042,5.760374252,6.039462229,6.498142885,7.284858219,7.706677234,8.311071381,8.869490025,9.35798162,7.882070871,8.577710247,9.52093176,9.506313358,9.777628886,9.741365604,10.03918357,9.616547001,9.72993278,10.19958174,10.36983266,10.3465061,11.46958747,11.84075687,3891849048,2357059045,2745939978,3863726949,3358134143,3017614366,3806043709,4702747059,5955336766,7475692344,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,1.0373E+11,1.19774E+11,1.50987E+11,2.02308E+11,2.48769E+11,2.84757E+11,3.32325E+11,3.56118E+11,3.91963E+11,4.58704E+11,5.5933E+11,6.03413E+11,5.60485E+11,3.76482E+11,4.86315E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.3056E+12,1.41038E+12
Kuwait,414,29.3375,47.6581,KWT,CO2 emissions (kt),EN.ATM.CO2E.KT,7803.376,9981.574,14290.299,17025.881,25335.303,35419.553,35151.862,25441.646,22442.04,26831.439,25041.943,27139.467,27634.512,24242.537,19328.757,16827.863,18474.346,17220.232,21000.909,17667.606,24675.243,25214.292,21169.591,21609.631,28367.912,29159.984,35320.544,31470.194,32914.992,35885.262,48312.725,10190.593,21085.25,33274.358,38906.87,54821.65,50153.559,54920.659,51745.037,54022.244,53560.202,57641.573,58228.293,59922.447,63534.442,71546.837,73769.039,75235.839,82731.187,85635.451,90846.258,91029.608,29.78819829,33.8773007,42.63711768,44.60949,58.73273044,73.4581841,65.88655742,43.4283027,35.11122237,38.668925,33.38106784,33.59260676,31.88302007,26.15676773,19.55823376,16.00843903,16.56204285,14.58181329,16.83308713,13.43107034,17.82452819,17.36063559,13.93786174,13.62347931,17.11054333,16.80380794,19.37281956,16.40824526,16.43575971,17.467149,23.46608417,5.077246887,,,,33.48846173,30.62053561,32.56958552,29.29660291,29.15154504,27.75902294,28.96529435,28.51232265,28.5890492,29.32795622,31.60748832,30.87219115,29.63684934,30.58126375,29.72170379,29.69343348,28.10266175,,,,,,2097199075,2391198945,2441598923,2662798826,2769198779,2873638733,3880392236,4450537866,5408804611,13006948687,12022811648,13132252413,14137407271,15503557807,24749064334,28638869323,25058021209,21577153516,20871081456,21700083292,21445970799,17903990052,22368703379,20690321283,24313856834,18427778571,11008793176,19858555215,23941391391,24848483838,27191689008,31493987642,30354434553,25941929462,30121879435,37711864407,34890772742,38137545245,47875838926,59440108585,80797945205,1.01551E+11,1.14641E+11,1.47396E+11,1.059E+11,1.15419E+11,1.54028E+11,1.7407E+11,1.74161E+11,1.63612E+11
Lao PDR,418,18,105,LAO,CO2 emissions (kt),EN.ATM.CO2E.KT,80.674,113.677,132.012,146.68,172.349,179.683,234.688,319.029,168.682,319.029,572.052,421.705,487.711,517.047,293.36,253.023,223.687,231.021,231.021,223.687,187.017,150.347,157.681,179.683,183.35,201.685,209.019,209.019,209.019,234.688,234.688,253.023,278.692,278.692,300.694,377.701,506.046,638.058,718.732,957.087,971.755,902.082,1177.107,1129.436,1422.796,1433.797,1580.477,938.752,979.089,986.423,1272.449,1202.776,0.038054779,0.052402932,0.059465829,0.064557643,0.074104952,0.075463354,0.09628119,0.127862569,0.066024409,0.121848367,0.212973446,0.152811931,0.171852245,0.177304787,0.09819437,0.083016499,0.072275068,0.07377346,0.073012118,0.069852636,0.057495909,0.045318411,0.04644352,0.051581287,0.051224098,0.054803547,0.05521963,0.053662505,0.052135867,0.056867385,0.055248798,0.057879484,0.06197327,0.060300951,0.063401639,0.077751867,0.101895917,0.125883025,0.139152368,0.182087007,0.181878534,0.166291562,0.213928438,0.202444057,0.251426515,0.249572499,0.270683528,0.158048796,0.161954988,0.160311795,0.203248951,0.188910506,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273076,598961279.4,714046803.2,865559856.2,1028087947,1127806918,1327748655,1543606382,1763536299,1873671511,1747011884,1280177847,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3452882514,4222962988,5443915121,5832915387,7181441140,8283218734,9359185244,11192471435,11997062177
Lebanon,422,33.8333,35.8333,LBN,CO2 emissions (kt),EN.ATM.CO2E.KT,2581.568,2684.244,2856.593,3028.942,3267.297,3318.635,3630.33,3571.658,3700.003,4352.729,3949.359,5339.152,5727.854,7172.652,7231.324,6431.918,6127.557,5573.84,5713.186,6156.893,6178.895,6351.244,6112.889,7319.332,7051.641,8056.399,7759.372,7968.391,7660.363,8052.732,9101.494,9501.197,11360.366,11661.06,12742.825,13626.572,13806.255,15654.423,16655.514,16494.166,15284.056,16204.473,16035.791,18217.656,16835.197,16244.81,14495.651,13520.229,17267.903,20912.901,20091.493,20487.529,1.430289424,1.439577819,1.483731683,1.525929202,1.600665193,1.586077213,1.699083608,1.642254868,1.673478775,1.934022747,1.719053644,2.268534298,2.370071621,2.891701667,2.852027389,2.497160182,2.358238382,2.13866498,2.193266855,2.365694641,2.371668994,2.428074822,2.322278283,2.760662997,2.643807862,3.009945479,2.898218721,2.981979147,2.870562502,3.008550725,3.367158721,3.451876549,4.025831825,4.019860304,4.283810819,4.492168869,4.495725135,5.061759624,5.348660227,5.225193963,4.724037362,4.822939246,4.551947263,4.921743397,4.357757196,4.07458241,3.572961427,3.309380466,4.202060939,5.001002214,4.632411885,4.668312508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313539979,2717998713,2838485398,4451497288,5545921947,7535259851,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,45730945274
Liberia,430,6.5,-9.5,LBR,CO2 emissions (kt),EN.ATM.CO2E.KT,165.015,161.348,253.023,355.699,484.044,557.384,612.389,612.389,883.747,1272.449,1452.132,1525.472,1507.137,1481.468,1723.49,1485.135,1477.801,1474.134,1507.137,1947.177,2042.519,1939.843,601.388,711.398,700.397,722.399,729.733,766.403,817.741,667.394,484.044,286.026,289.693,322.696,319.029,333.697,344.698,355.699,388.702,407.037,436.373,502.379,502.379,531.715,627.057,740.734,759.069,678.395,575.719,528.048,803.073,891.081,0.147293527,0.140928084,0.216209634,0.297261046,0.395430416,0.444850946,0.477197141,0.465652918,0.655380853,0.919861491,1.02282409,1.046482369,1.006532181,0.962691097,1.0890354,0.911877646,0.881734423,0.854910912,0.848995606,1.063471517,1.079253739,0.988810248,0.295330068,0.337551714,0.323683183,0.328745423,0.330664693,0.348967127,0.376765206,0.312301534,0.230181794,0.138440316,0.142799329,0.160837422,0.158001791,0.160437344,0.156837675,0.150382828,0.151950385,0.14845856,0.150891365,0.167528353,0.163605503,0.170191171,0.196900249,0.226538985,0.224257889,0.192597983,0.156752837,0.138178275,0.202899199,0.218425012,190495600,183920900,191861800,200229600,218929100,229260800,244459500,261024300,276820700,306961800,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000
Libya,434,25,17,LBY,CO2 emissions (kt),EN.ATM.CO2E.KT,693.063,1195.442,1048.762,1463.133,663.727,1015.759,2629.239,18507.349,30139.073,35551.565,32331.939,21646.301,15232.718,14587.326,9347.183,11580.386,17916.962,20106.161,21239.264,26032.033,26904.779,28811.619,30762.463,30414.098,28624.602,31418.856,34059.096,32566.627,36398.642,37322.726,36780.01,42863.563,37260.387,38947.207,44132.345,46020.85,44158.014,44975.755,45474.467,44620.056,47113.616,48100.039,47832.348,49167.136,50358.911,52108.07,54509.955,53230.172,55943.752,62316.998,66057.338,39020.547,0.483113477,0.805632083,0.682700645,0.918989317,0.401700303,0.591501553,1.471248629,9.941309938,15.52715275,17.55388385,15.29229037,9.80302338,6.603775663,6.05509109,3.717500546,4.417078036,6.562093165,7.078691991,7.192735762,8.480760309,8.430653739,8.681964165,8.916454353,8.488011357,7.70666867,8.180640962,8.597822517,7.988109313,8.6919411,8.690724773,8.362097836,9.526908724,8.105703497,8.30088552,9.222120085,9.433977929,8.884213335,8.884696454,8.823544695,8.506488906,8.827297282,8.860971652,8.667885511,8.765498472,8.82990235,8.981760542,9.227794152,8.84546264,9.136624366,10.0370768,10.54269589,6.204914344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904898118,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81905365776,65509594212,41142722414
St. Lucia,662,13.8833,-61.1333,LCA,CO2 emissions (kt),EN.ATM.CO2E.KT,14.668,18.335,18.335,22.002,22.002,25.669,29.336,33.003,36.67,62.339,66.006,69.673,77.007,80.674,73.34,77.007,84.341,69.673,99.009,150.347,113.677,95.342,113.677,102.676,113.677,128.345,132.012,146.68,165.015,165.015,165.015,172.349,205.352,227.354,264.024,311.695,330.03,311.695,308.028,319.029,330.03,363.033,326.363,359.366,355.699,366.7,366.7,385.035,396.036,385.035,403.37,407.037,0.163157251,0.201676328,0.199107356,0.235575018,0.232056785,0.266544137,0.299723122,0.331601792,0.362419822,0.606723311,0.633685989,0.661103151,0.72335569,0.750728171,0.67573295,0.701530473,0.75838721,0.617526102,0.864322442,1.292840436,0.96349505,0.797220573,0.938316137,0.836546139,0.913303018,1.015259144,1.026372259,1.11942121,1.235771201,1.213756123,1.194203213,1.229667735,1.446813308,1.583333333,1.81757101,2.119797334,2.215531478,2.064287323,2.012386814,2.057282699,2.102784981,2.288263473,2.036993347,2.221503768,2.176034797,2.216955752,2.187216682,2.262968274,2.292817072,2.197738533,2.273826502,2.270423588,,,,,,,,,,,,,,,,,,,,103444442.6,133414812.5,152244441.8,143588886.4,154503701,197088885.4,189166663.3,225777773.8,242385180.9,273977772.9,311511105.6,397192585.6,431470370.4,477996296.3,492029629.6,517566666.7,560811111.1,566370370.4,604411111.1,657529592.6,692507407.4,780895370.4,742383570.8,746048893.3,810093360.7,890757609.7,946681289,1074708501,1173341552,1194493391,1186800341,1249497010,1290025296,1311133140,1334385778,1404430564
Liechtenstein,438,47.1667,9.5333,LIE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.673,69.673,55.005,58.672,51.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.966441816,1.95047731,1.527746917,1.617377881,1.405096204,,,,,,,,,,,90099360.77,104889791.1,124940289.4,165928864.1,193980465,246389070.1,272489336.9,303493119.6,436912068,503173104.7,534699256.8,511647837.2,522096760.5,524023708.3,502620920.7,529073612.5,779357947,1052849231,1161757671,1119983801,1421508875,1484160644,1631176647,1673085618,1948128911,2428524712,2504012993,2298390595,2479698576,2664105901,2483890594,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5487773452,,
Sri Lanka,144,7,81,LKA,CO2 emissions (kt),EN.ATM.CO2E.KT,2258.872,2335.879,2563.233,2533.897,2273.54,2658.575,2662.242,2948.268,3241.628,4319.726,3597.327,3197.624,3542.322,3689.002,2933.6,2896.93,2805.255,2918.932,3450.647,3828.348,3410.31,4033.7,4499.409,4884.444,3883.353,3956.693,3703.67,4074.037,3490.984,3483.65,3868.685,4176.713,5185.138,5042.125,5526.169,5903.87,7062.642,7616.359,7825.378,8617.45,10238.264,10443.616,11056.005,11078.007,12299.118,12101.1,11976.422,12354.123,12207.443,13175.531,13388.217,15232.718,0.228261116,0.229728462,0.245449871,0.239453506,0.208524259,0.238138212,0.232733805,0.251924122,0.270315877,0.352573131,0.2874642,0.251979827,0.275431304,0.281796807,0.220837097,0.214651008,0.204509368,0.209362502,0.24317456,0.264534826,0.231254492,0.271684515,0.296091669,0.31682195,0.248885022,0.249759689,0.229656477,0.248826544,0.21031291,0.207052006,0.227369086,0.241889906,0.297551819,0.285737561,0.308879828,0.325533194,0.385178992,0.410187365,0.416598062,0.452217149,0.535978641,0.555600149,0.58432456,0.577792051,0.632833445,0.616020159,0.603103132,0.616503967,0.602955794,0.644280244,0.64824563,0.72992084,1419629937,1454342122,1458609630,1241387714,1321840723,1698319328,1751470588,1859465021,1801176471,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091930836,15794972847,15656342016,16330810304,15746224409,17102623876,18881765437,20662525941,24406252457,28279814925,32350248411,40713812310,42066217872,56725780417,65292732252,68434422594,74317814502,78823610057
Lesotho,426,-29.5,28.5,LSO,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.129,1444.798,1474.134,2082.856,2112.192,2258.872,2200.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.736886788,0.74460882,0.753779806,1.056111113,1.06118278,1.123489371,1.082269608,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.5,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,326947872.5,355443856,302989222.5,247678018.6,290590809.6,369351669.9,429733890.5,451443169.3,544583156.2,608771230.9,720546984.6,721608470.8,755041117.5,859088528,815946782,859809027.8,819420074.9,801538587.5,771261707.8,706400239.3,656752929.1,969167237.3,1234215385,1368352570,1428852972,1597476793,1630672203,1711412960,2187482926,2523309140,2384043849,2218102350,2181300506
Lithuania,440,56,24,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22148.68,17495.257,17359.578,16204.473,15731.43,15339.061,16197.139,13692.578,12200.109,12918.841,13212.201,12915.174,13329.545,13993.272,14293.966,14748.674,14708.337,12416.462,13377.216,13740.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.985945298,4.750772617,4.746758126,4.46514675,4.367884612,4.290482015,4.563434349,3.885259168,3.4862076,3.722131498,3.837334853,3.781659885,3.947068099,4.211634033,4.371365075,4.564324385,4.598897641,3.925637608,4.319017771,4.537558514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37132564255,43505562065,42852204396,46412093986,48353937110
Luxembourg,442,49.75,6.1667,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,11518.047,11591.387,11551.05,11448.374,12306.452,12203.776,11620.723,11360.366,12269.782,13193.866,13747.583,13201.2,13494.56,14169.288,14411.31,11844.41,11840.743,10927.66,11848.077,12123.102,11026.669,9427.857,8859.472,8291.087,8929.145,9167.5,9009.819,8668.788,8929.145,9658.878,10003.576,10615.965,10571.961,10788.314,10190.593,8316.756,8437.767,7939.055,7356.002,7686.032,8239.749,8800.8,9416.856,9904.567,11268.691,11547.383,11349.365,11023.002,10938.661,10392.278,10967.997,10832.318,36.6851833,36.58377756,36.01262666,35.32358531,37.54828986,36.81380392,34.80352506,33.91204645,36.53351794,39.0929363,40.53289639,38.55254205,38.93410271,40.43169639,40.5895226,32.99738125,32.82430121,30.24053709,32.7288616,33.41022885,30.28056845,25.81383257,24.23766363,22.67666333,24.39670435,24.99959095,24.45960826,23.38176129,23.90988084,25.613572,26.19765877,27.43143411,26.95725378,27.14211963,25.29153813,20.35302784,20.37000905,18.92729765,17.32046621,17.85476973,18.88551226,19.93273314,21.1057455,21.93071098,24.5990264,24.82464668,24.01285765,22.96492241,22.38547222,20.87712517,21.6351358,20.8978117,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1524197338,1587982584,1988356063,2728805216,3328712096,3265660305,3579594984,3961996736,4933558345,5768385938,6294122224,5283955997,4812039555,4730381933,4640690519,4785790611,6990250858,8700076499,9847344377,10495080569,13361108522,14464630124,16225873777,16651231110,18508451170,21803347564,21703979153,19526405503,20409248166,22343344130,21375345495,21052080537,23308582722,29206884876,34343804321,36977365999,41913561661,50323159047,55144865973,50386496249,52351655629,58697386711,55986712368,61794506556,64873963098
Latvia,428,57,25,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13538.564,12108.434,11316.362,9640.543,9493.863,8364.427,8071.067,6827.954,6241.234,6853.623,6651.938,7088.311,7132.315,7176.319,7583.356,8316.756,7902.385,7374.337,8313.089,7799.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.178582111,4.723786228,4.489297992,3.879406742,3.863657008,3.438117254,3.348964054,2.856308477,2.636157209,2.932445222,2.879411196,3.098098957,3.151538008,3.205432466,3.418456092,3.779785259,3.629405756,3.443266443,3.963228139,3.786801437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5785037079,5966697295,6522759497,7172336471,7530139323,7934770568,8347312514,9537868349,11734856721,14359465331,16903250778,21410923000,30847189167,35542093261,26144610787,23743309486,28385281828,28023276372,30241650060,31286809075
"Macao SAR, China",446,22.1667,113.55,MAC,CO2 emissions (kt),EN.ATM.CO2E.KT,51.338,69.673,95.342,106.343,128.345,132.012,150.347,165.015,168.682,168.682,205.352,227.354,231.021,223.687,267.691,297.027,253.023,308.028,414.371,414.371,528.048,535.382,484.044,682.062,605.055,733.4,876.413,971.755,964.421,1030.427,1034.094,1092.766,1085.432,1188.108,1283.45,1243.113,1415.462,1499.803,1565.809,1532.806,1635.482,1686.82,1525.472,1536.473,1727.157,1837.167,1631.815,1543.807,1338.455,1455.799,1199.109,1166.106,0.299423759,0.397824535,0.526678636,0.563546949,0.649772432,0.638016529,0.693249044,0.726113052,0.711351205,0.687627899,0.818145237,0.89551404,0.908522821,0.884680338,1.06841349,1.196661738,1.028904296,1.263813498,1.709042391,1.704718336,2.14447928,2.122358855,1.855136229,2.510589898,2.132938746,2.475845818,2.834215105,3.011746292,2.870710697,2.95702893,2.874599358,2.9575462,2.873040956,3.085666202,3.275920599,3.119801535,3.492975611,3.640024658,3.738709677,3.602804573,3.786653145,3.850413616,3.434370905,3.408673023,3.766323796,3.924321103,3.401542124,3.131314627,2.638524742,2.792069505,2.242893163,2.133060902,,,,,,,,,,,,,,,,,,,,,,,1021654718,1016585687,1182693473,1222072821,1376075268,1786734514,2087122776,2478807841,2990180516,3464924728,4581209814,5280184999,5868533724,6560637943,6628525683,6674545911,6186449842,5916920007,6101794939,6514271488,7008055493,7926414252,10258287502,11792517881,14568757217,18054581316,20731048491,21313219443,28359765190,36634780874,42991714540,51313531849,55501734046
Morocco,504,32,-5,MAR,CO2 emissions (kt),EN.ATM.CO2E.KT,3641.331,3777.01,3080.28,3960.36,4422.402,4261.054,5467.497,5416.159,5628.845,5826.863,7293.663,8203.079,8049.065,9640.543,11136.679,11111.01,11547.383,12702.488,13076.522,15958.784,15944.116,15856.108,17058.884,17795.951,17814.286,17865.624,18881.383,20117.162,21176.925,22918.75,23542.14,24975.937,26039.367,28217.565,29640.361,30373.761,31195.169,31862.563,32038.579,33153.347,33905.082,37715.095,38254.144,37561.081,43310.937,45771.494,47425.311,50267.236,52900.142,52482.104,55958.42,56537.806,0.295357988,0.297097241,0.235120748,0.293609742,0.318800881,0.299054366,0.374048587,0.361585777,0.367054548,0.371421755,0.454728485,0.50049448,0.480813176,0.563873271,0.637598341,0.622304688,0.632304872,0.679685172,0.68343732,0.814427613,0.794350032,0.771048006,0.809604185,0.824507062,0.806276363,0.790649621,0.817916527,0.853839456,0.881368217,0.935865846,0.943567905,0.982910745,1.006685186,1.072326574,1.108147816,1.118249213,1.132027843,1.140636752,1.132413418,1.157953905,1.171137629,1.289361626,1.295188033,1.259902656,1.439231055,1.506360785,1.545229558,1.620931736,1.687375568,1.654806038,1.742832779,1.737915547,2037154689,2025693487,2379611063,2657252509,2798345226,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21079357821,17108443052,17091648680,15642990733,14171045911,14294246249,18722705505,20656951247,24633853688,25271642769,28839382991,31014288011,32042164441,30137111517,34085406933,37183957845,41383907571,37263566705,40021760860,39734098976,37020609825,37724674865,40416114690,49822547627,56948015336,59523857868,65640092774,79041294874,92507257784,92897320376,93216746662,1.0137E+11,98266306615,1.07317E+11,1.10009E+11
Monaco,492,43.7333,7.4,MCO,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,,,
