CountryName,Latitude,Longitude,CountryCode,IndicatorName,IndicatorCode,y1960,y1961,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,p1960,p1961,p1962,p1963,p1964,p1965,p1966,p1967,p1968,p1969,p1970,p1971,p1972,p1973,p1974,p1975,p1976,p1977,p1978,p1979,p1980,p1981,p1982,p1983,p1984,p1985,p1986,p1987,p1988,p1989,p1990,p1991,p1992,p1993,p1994,p1995,p1996,p1997,p1998,p1999,p2000,p2001,p2002,p2003,p2004,p2005,p2006,p2007,p2008,p2009,p2010,p2011
Aruba,12.5,-70,ABW,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,179.683,447.374,612.389,649.059,1840.834,1928.842,1723.49,1771.161,1763.827,1782.162,1800.497,1837.167,1712.489,1749.159,2321.211,2357.881,2372.549,2416.553,2420.22,2497.227,2497.227,2592.569,2508.228,2522.896,2456.89,2438.555,,,,,,,,,,,,,,,,,,,,,,,,,,,2.868319392,7.234964017,10.02650752,10.6347326,29.62016477,29.84760844,25.25815197,24.43048084,22.99644068,22.18661455,21.64188954,21.50066123,19.62153398,19.65258865,25.5476788,25.38248972,24.9755145,24.90906561,24.51054263,24.964531,24.76670634,25.61371495,24.75013321,24.87670585,24.18270225,23.9224121
Andorra,42.5,1.6,AND,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.037,425.372,458.375,484.044,513.38,524.381,524.381,531.715,535.382,564.718,575.719,546.383,539.049,539.049,517.047,517.047,491.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.374494942,6.616353766,7.145696603,7.576446281,8.001433893,8.018180706,7.73765678,7.484094812,7.159140446,7.208828523,7.088127747,6.553476545,6.350868305,6.296124556,6.049172848,6.12477049,5.96868547
Afghanistan,33.9,67.7,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,414.371,491.378,689.396,707.731,839.743,1008.425,1092.766,1283.45,1224.778,942.419,1672.152,1895.839,1532.806,1639.149,1917.841,2126.86,1987.514,2390.884,2159.863,2240.537,1760.16,1983.847,2101.191,2522.896,2830.924,3509.319,3142.619,3124.284,2867.594,2775.919,2676.91,2493.56,1426.463,1375.125,1320.12,1268.782,1199.109,1114.768,1056.096,832.409,781.071,645.392,894.748,1037.761,957.087,1338.455,1657.484,2280.874,4217.05,6776.616,8470.77,12251.447,0.046067875,0.053614943,0.073781338,0.074251368,0.086316543,0.101498607,0.10767397,0.123782381,0.115547383,0.086862817,0.150358548,0.166114846,0.130820142,0.136339954,0.155725123,0.169027082,0.154895026,0.183118308,0.163346971,0.168673488,0.133230271,0.152639744,0.165879122,0.205462699,0.237642948,0.301734199,0.274729698,0.275560305,0.252079156,0.239131208,0.221826764,0.194971232,0.103775745,0.092761103,0.083183538,0.075646465,0.06859185,0.061814349,0.057050868,0.043722588,0.03964437,0.031434756,0.041641211,0.046107612,0.040727366,0.05485483,0.065815968,0.088141054,0.158961558,0.24907353,0.302936388,0.425262105
Angola,-12.5,18.5,AGO,CO2 emissions (kt),EN.ATM.CO2E.KT,550.05,454.708,1180.774,1151.438,1224.778,1188.108,1554.808,993.757,1672.152,2786.92,3582.659,3410.31,4506.743,4880.777,4873.443,4415.068,3285.632,3534.988,5412.492,5504.167,5346.486,5280.48,4649.756,5115.465,5009.122,4701.094,4660.757,5815.862,5130.133,5009.122,4429.736,4367.397,4418.735,5801.194,3890.687,11012.001,10491.287,7381.671,7308.331,9156.499,9541.534,9732.218,12665.818,9064.824,18793.375,19156.408,22266.024,25151.953,27172.47,29361.669,29743.037,29710.034,0.104357101,0.084718406,0.216025343,0.206877061,0.216174133,0.206088959,0.265164146,0.166658589,0.275655471,0.451125604,0.568588577,0.529744961,0.684120294,0.723055043,0.703873436,0.621198891,0.450116912,0.471248794,0.701359921,0.692097154,0.651061684,0.621382804,0.527930763,0.560374447,0.530351031,0.482400531,0.464973712,0.565431153,0.486503528,0.462907837,0.398075822,0.380694834,0.372921412,0.473691138,0.307601078,0.844305988,0.781484777,0.5348313,0.515117027,0.627072296,0.633625299,0.625351712,0.786223278,0.543083667,1.086604897,1.069417185,1.200877147,1.311096483,1.369424769,1.430873373,1.401654169,1.35400753
Albania,41,20,ALB,CO2 emissions (kt),EN.ATM.CO2E.KT,2024.184,2280.874,2464.224,2082.856,2016.85,2174.531,2552.232,2680.577,3072.946,3245.295,3744.007,4352.729,5643.513,5291.481,4345.395,4594.751,4950.45,5720.52,6494.257,7587.023,5170.47,7341.334,7308.331,7631.027,7825.378,7880.383,8056.399,7444.01,7326.666,8984.15,7488.014,3971.361,2387.217,2343.213,1928.842,2086.523,2016.85,1543.807,1752.826,2984.938,3021.608,3223.293,3751.341,4294.057,4165.712,4253.72,3865.018,4477.407,4657.09,4488.408,4415.068,4668.091,1.258194928,1.374186047,1.439955964,1.181681144,1.11174196,1.166099043,1.333055465,1.3637463,1.519551277,1.558967572,1.753239905,1.989497923,2.515914398,2.303897417,1.849006691,1.910633637,2.013584562,2.275876391,2.53062504,2.898208518,1.93505831,2.693023914,2.624856785,2.683239919,2.694291374,2.658015382,2.665356221,2.414060815,2.331598531,2.783243075,2.278386827,1.215676857,0.73519813,0.726062789,0.601346953,0.654537133,0.636625313,0.49036506,0.560271437,0.960164412,0.978174681,1.053304176,1.229540709,1.412697196,1.376212735,1.412498211,1.291547969,1.507535815,1.580113283,1.533178094,1.515632053,1.60703771
United Arab Emirates,23.4,53.8,ARE,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,11.001,18.335,22.002,18.335,22.002,25.669,916.75,1243.113,20524.199,15247.386,21184.259,23454.132,30630.451,31327.181,31070.491,39651.271,38785.859,44814.407,36607.661,36904.688,36857.017,36871.685,35342.546,46394.884,49926.205,47234.627,47693.002,48367.73,54487.953,52009.061,57010.849,58136.618,65980.331,73130.981,70641.088,41059.399,41646.119,81495.408,78374.791,112562.232,101414.552,84704.033,106841.712,113240.627,116148.558,123874.927,139404.672,158935.114,162602.114,167596.568,178483.891,0.118785902,0.108936971,0.16335531,0.175712369,0.132650846,0.146369696,0.159358568,5.336736892,6.708216413,99.84043878,64.76288896,76.98887556,72.37388334,80.01204473,69.31589696,58.48397881,63.74279762,53.65693112,54.16332122,39.47756127,36.29532578,33.7176354,31.82772295,29.011557,36.23813266,36.97051612,33.01855443,31.39781737,29.96939719,31.8249004,28.71116029,29.79884329,28.79455913,31.00779092,32.67283286,30.05758168,16.63855671,16.04724031,29.81063074,27.17395364,36.90410107,31.51609903,24.95655145,29.4670889,28.48143699,25.91458723,23.95451916,23.19506697,23.03360047,21.10229562,20.12095728,20.43383762
Argentina,-38.4,-63.6,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,48815.104,51180.319,53695.881,50083.886,55727.399,58866.351,63138.406,65543.958,69082.613,77329.696,82734.854,88939.418,90156.862,94065.884,95569.354,94931.296,99786.404,100791.162,102639.33,110703.063,108737.551,102041.609,103424.068,105213.564,106522.683,100596.811,104212.473,114942.115,121473.042,117090.977,112613.57,117021.304,121447.373,118609.115,123350.546,122547.473,129217.746,134677.909,137673.848,145488.225,141076.824,132631.723,123266.205,133126.768,156170.196,160951.964,174237.505,179738.005,191578.748,180654.755,179000.938,190034.941,2.367473032,2.442615665,2.522392105,2.316355797,2.53837965,2.641714463,2.792653923,2.858162546,2.969855218,3.275850301,3.451159222,3.650078169,3.637858366,3.730791118,3.726699112,3.641822498,3.768773931,3.749871115,3.762750231,3.998733697,3.86885293,3.574967612,3.567086543,3.572041973,3.560142178,3.310327288,3.377245218,3.669168725,3.820445808,3.629202129,3.440710803,3.525383685,3.608582241,3.477160476,3.569365678,3.501874849,3.648190358,3.758387022,3.79878183,3.969875863,3.806975725,3.539532688,3.253312671,3.47503504,4.032407013,4.111634824,4.404525042,4.496833655,4.744178401,4.427960113,4.342272052,4.562048512
Armenia,40.1,45,ARM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4052.035,2896.93,2966.603,3490.984,2607.237,3278.298,3406.643,3058.278,3465.315,3542.322,3043.61,3428.645,3644.998,4352.729,4382.065,5064.127,5559.172,4360.063,4217.05,4961.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.174674163,0.859706565,0.901718662,1.083089242,0.821584566,1.044825239,1.094342744,0.988511937,1.126529454,1.15760795,0.998805808,1.1291735,1.20456698,1.443730955,1.459636908,1.694755259,1.868611029,1.469960972,1.422998378,1.671656923
American Samoa,-14.3333,-170,ASM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,17.1,-61.8,ATG,CO2 emissions (kt),EN.ATM.CO2E.KT,36.67,47.671,102.676,84.341,91.675,150.347,348.365,564.718,990.09,1257.781,462.042,425.372,374.034,330.03,429.039,707.731,403.37,465.709,491.378,407.037,143.013,106.343,293.36,84.341,146.68,249.356,249.356,275.025,286.026,286.026,300.694,289.693,289.693,304.361,311.695,322.696,322.696,337.364,333.697,348.365,344.698,344.698,363.033,388.702,407.037,410.704,425.372,469.376,480.377,509.713,524.381,513.38,0.67061685,0.86044077,1.823373764,1.47017501,1.567094017,2.520359412,5.727991713,9.10806103,15.67193238,19.55900602,7.068212761,6.412192107,5.565568038,4.855381628,6.249202534,10.21949952,5.780430484,6.631858508,6.969109888,5.769237311,2.034295387,1.524630824,4.254677302,1.24107537,2.193739437,3.792832806,3.859701262,4.332193939,4.57363523,4.615779366,4.85726747,4.641623406,4.566841126,4.692005303,4.683621337,4.721298044,4.593864332,4.670561524,4.49690052,4.581278521,4.439238615,4.364812845,4.536211421,4.804484327,4.980995619,4.974311149,5.096289552,5.561524699,5.628318688,5.906292005,6.011268671,5.823804338
Australia,-25.3,133.8,AUS,CO2 emissions (kt),EN.ATM.CO2E.KT,88202.351,90589.568,94912.961,101029.517,108979.573,120966.996,120332.605,129265.417,134622.904,142257.598,147618.752,152774.554,157486.649,170992.21,172356.334,175883.988,174244.839,187787.07,202015.03,205069.641,220746.066,230360.94,234119.615,225003.453,236594.84,241229.928,239964.813,256106.947,261145.405,277771.583,263847.984,261574.444,268068.701,277478.223,278204.289,281940.962,302241.474,305838.801,316964.479,325380.244,329479.95,324877.865,341390.366,336355.575,342776.492,350268.173,357946.871,363795.736,376197.53,382464.433,368170.467,369039.546,8.582936643,8.641569017,8.835688047,9.226439909,9.759073431,10.62232139,10.32809244,10.9556248,11.21016771,11.60055435,11.80289054,11.80911757,11.95163155,12.77968685,12.55966873,12.65989981,12.41679178,13.23189614,14.06985862,14.12909198,15.02491601,15.43250084,15.42493181,14.64008413,15.2209753,15.3084102,14.98057315,15.7469578,15.79616778,16.51986292,15.46126211,15.13390673,15.32258937,15.70601817,15.58130994,15.60098285,16.5060059,16.51664962,16.94000743,17.19223523,17.20252441,16.73506748,17.3723178,16.90619817,17.03034133,17.17438627,17.29387382,17.46700225,17.70407968,17.63183305,16.71090435,16.51920992
Austria,47.5,14.6,AUT,CO2 emissions (kt),EN.ATM.CO2E.KT,30821.135,31862.563,33905.082,36992.696,38943.54,38188.138,39258.902,39966.633,42350.183,44693.396,50692.608,52155.741,56193.108,60164.469,57469.224,54392.611,58415.31,56218.777,57483.892,61594.599,52306.088,56130.769,53868.23,51983.392,54550.292,54700.639,54080.916,57744.249,53340.182,54117.586,57722.247,61638.603,56688.153,57135.527,57095.19,59827.105,63226.414,62705.7,63717.792,61917.295,62188.653,65785.98,66977.755,72074.885,72272.903,74278.752,72214.231,69724.338,68752.583,63483.104,67975.179,65202.927,4.373318828,4.496361641,4.755361673,5.155193747,5.391003988,5.252196533,5.361724683,5.417736727,5.711110104,6.006325178,6.788807307,6.953651912,7.448516814,7.930866985,7.562697278,7.176844855,7.721250012,7.428063284,7.601371804,8.158846402,6.928479,7.416160614,7.112124941,6.874373273,7.214278667,7.230766353,7.144304852,7.623419815,7.032030698,7.102448997,7.518022233,7.94835195,7.229977927,7.227191928,7.194347413,7.527052401,7.943997858,7.869650771,7.987899893,7.747095213,7.762359194,8.180002892,8.287318901,8.874662113,8.844004368,9.027746201,8.733506631,8.405092793,8.262046031,7.608851293,8.127692863,7.769983423
Azerbaijan,40.1,47.6,AZE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57678.243,49365.154,42672.879,33479.71,31510.531,29809.043,31675.546,28576.931,29508.349,28771.282,29614.692,30615.783,32089.917,34337.788,39167.227,30509.44,35503.894,31902.9,30678.122,33457.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.813362639,6.586411474,5.617069764,4.356500976,4.059066212,3.803022741,4.00297561,3.579835395,3.666271029,3.547105484,3.623944346,3.718169927,3.863229639,4.091801927,4.616299863,3.5553401,4.051383481,3.565668218,3.388225879,3.647379147
Burundi,-3.5,30,BDI,CO2 emissions (kt),EN.ATM.CO2E.KT,,,44.004,47.671,47.671,36.67,47.671,47.671,55.005,73.34,62.339,73.34,73.34,73.34,91.675,77.007,88.008,99.009,102.676,110.01,146.68,157.681,157.681,205.352,220.02,231.021,242.022,267.691,256.69,300.694,293.36,337.364,308.028,326.363,333.697,322.696,319.029,304.361,293.36,286.026,289.693,205.352,212.686,161.348,198.018,154.014,187.017,187.017,190.684,190.684,194.351,209.019,,,0.015202573,0.016154716,0.015827251,0.011909579,0.015115038,0.014735443,0.016581181,0.021615415,0.018032098,0.020908925,0.020674675,0.020469155,0.02529766,0.020942939,0.023502041,0.025881431,0.026207124,0.027372978,0.035545483,0.037191783,0.036172651,0.045769938,0.047575832,0.048388881,0.049027749,0.052400265,0.048577138,0.055127945,0.052263073,0.058575946,0.052251256,0.054214014,0.054400843,0.051722143,0.05037235,0.047405324,0.045049693,0.043182164,0.042809203,0.029561001,0.029705089,0.021800204,0.025845471,0.019411377,0.022756803,0.02196433,0.021615102,0.020867637,0.020542078,0.021349926
Belgium,50.5,4.47,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,91000.272,92793.435,98117.919,105781.949,103662.423,105440.918,105206.23,107472.436,118557.777,123618.237,125620.419,121528.047,130834.893,138872.957,135220.625,122100.099,130009.818,126570.172,135855.016,140233.414,135301.299,124021.607,117553.019,101630.905,105422.583,104472.83,102874.018,103116.04,100354.789,107461.435,106049.64,110959.753,111968.178,107652.119,112334.878,112327.544,118059.065,115341.818,118374.427,115085.128,114894.444,114315.058,107098.402,114564.414,110908.415,108297.511,106775.706,103215.049,103882.443,104021.789,109093.25,97765.887,9.941594074,10.10387199,10.64118963,11.38692874,11.05365472,11.14165555,11.04201943,11.21725675,12.32568713,12.81544961,13.01017881,12.56342518,13.47269526,14.2554864,13.83696555,12.4583039,13.24167979,12.87543872,13.80705794,14.23923382,13.72329627,12.57955507,11.92668478,10.31207942,10.69696639,10.59744025,10.43154171,10.44717278,10.13514385,10.81351494,10.63967167,11.09099988,11.14648251,10.67503455,11.1051094,11.08115205,11.62383425,11.32885202,11.60191455,11.25370748,11.20784724,11.11303943,10.36491149,11.04114741,10.64264053,10.33509584,10.12287933,9.71371759,9.699598963,9.634775755,10.01260969,8.849398302
Benin,9.5,2.25,BEN,CO2 emissions (kt),EN.ATM.CO2E.KT,161.348,128.345,135.679,121.011,143.013,150.347,113.677,143.013,154.014,201.685,282.359,293.36,388.702,381.368,407.037,443.707,260.357,297.027,363.033,366.7,517.047,429.039,502.379,462.042,513.38,744.401,693.063,539.049,561.051,641.725,715.065,828.742,905.749,1133.103,1265.115,1327.454,1265.115,1217.444,1213.777,1562.142,1598.812,1815.165,2079.189,2354.214,2508.228,2394.551,3872.352,4495.742,4488.408,4752.432,5152.135,4987.12,0.066354118,0.052045781,0.054201528,0.047579654,0.055295044,0.057114908,0.042394929,0.052319596,0.055230835,0.070849897,0.097105031,0.0987099,0.127891949,0.122623449,0.127816295,0.135983014,0.077823023,0.086539722,0.103038654,0.101340082,0.139064998,0.112249052,0.127787747,0.114215524,0.123291053,0.173630822,0.15699872,0.118573004,0.119745164,0.132690892,0.142976655,0.159910854,0.168410364,0.202977024,0.218621053,0.221772443,0.204833203,0.191382863,0.185408737,0.231754927,0.230065879,0.252987807,0.280412783,0.307110875,0.316583691,0.292647893,0.458607507,0.516298739,0.500183373,0.514277812,0.541771234,0.509962226
Burkina Faso,13,-2,BFA,CO2 emissions (kt),EN.ATM.CO2E.KT,44.004,91.675,84.341,88.008,110.01,102.676,102.676,102.676,102.676,121.011,143.013,150.347,161.348,168.682,205.352,220.02,209.019,249.356,348.365,407.037,432.706,557.384,575.719,594.054,465.709,476.71,480.377,517.047,553.717,821.408,586.72,627.057,630.724,627.057,645.392,627.057,707.731,806.74,861.745,931.418,1041.428,997.424,1004.758,1078.098,1103.767,1125.769,1360.457,1646.483,1697.821,1664.818,1683.153,1932.509,0.009111897,0.018729909,0.01700312,0.017504214,0.021575276,0.019841275,0.019533659,0.019216847,0.018894966,0.021889876,0.025426355,0.026268923,0.027698414,0.028443195,0.033998428,0.035749173,0.033314914,0.038968347,0.053341694,0.061009863,0.063420218,0.079795475,0.080427272,0.080923788,0.061836929,0.061686779,0.060571905,0.063518694,0.06626337,0.095737151,0.066589241,0.069287377,0.067840823,0.06564342,0.065745056,0.062147146,0.068229445,0.075638155,0.07856119,0.082550446,0.089716835,0.08351019,0.081747564,0.085214387,0.084722421,0.083875351,0.098340164,0.115429246,0.115427271,0.109774087,0.1076731,0.11998056
Bangladesh,23.7,90.4,BGD,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,3509.319,4554.414,4660.757,4869.776,5570.173,5812.195,6017.547,6648.271,7638.361,7931.721,8599.115,8236.082,9123.496,10234.597,11463.042,11862.745,13545.898,13454.223,15533.412,15940.449,17748.28,17407.249,18969.391,22816.074,24029.851,25063.945,24048.186,25236.294,27869.2,32456.617,33707.064,33883.08,39750.28,37553.747,48136.709,46886.262,49581.507,52790.132,56152.771,57069.521,,,,,,,,,,,,,0.05192953,0.066334334,0.066736729,0.068350464,0.076376762,0.077652827,0.078202389,0.08400439,0.093878675,0.09487752,0.100143152,0.093399511,0.10074583,0.110031468,0.11996804,0.120864332,0.134411176,0.130117492,0.14656494,0.146903476,0.159912482,0.153445767,0.163650969,0.192658144,0.198614945,0.202825216,0.190602088,0.196015725,0.212287044,0.242619016,0.247430419,0.24446636,0.282229562,0.262742269,0.332345776,0.319840389,0.334439662,0.352155282,0.370359878,0.372017166
Bulgaria,43,25,BGR,CO2 emissions (kt),EN.ATM.CO2E.KT,22295.36,25973.361,30736.794,34411.128,42863.563,46317.877,48767.433,55166.348,59526.411,66376.367,61238.9,64300.845,66171.015,68825.923,71260.811,73061.308,73116.313,75969.239,81411.067,79152.195,77487.377,80343.97,90131.193,90365.881,87366.275,89540.806,91528.32,91634.663,87289.268,86739.218,75763.887,58176.955,54458.617,68077.855,54344.94,58004.606,56559.808,51616.692,48998.454,43981.998,43530.957,46453.556,44634.724,47307.967,46787.253,47909.355,48943.449,52188.744,50791.617,42654.544,44128.678,49339.485,2.833901121,3.269920074,3.835891818,4.259780927,5.262987916,5.645651942,5.905436715,6.638369161,7.112214403,7.869932816,7.213424372,7.532552676,7.715656701,7.983550221,8.210958036,8.377877479,8.347946173,8.628766462,9.236529547,8.968132006,8.744238667,9.03643153,10.10727531,10.10833662,9.749961471,9.992783476,10.21729994,10.214134,9.718843491,9.771261867,8.690224309,6.73939778,6.376764779,8.035332854,6.436235483,6.900326395,6.763241038,6.209849583,5.934325293,5.356718076,5.328034342,5.792010306,5.672606662,6.046861677,6.012888437,6.18991912,6.357101164,6.916687364,6.778939404,5.729715977,5.966883548,6.71438251
Bahrain,26,50.55,BHR,CO2 emissions (kt),EN.ATM.CO2E.KT,575.719,1771.161,1591.478,1195.442,1598.812,1228.445,649.059,1004.758,1103.767,1272.449,2592.569,3039.943,3681.668,5522.502,5405.158,5753.523,6574.931,7469.679,7766.706,8133.406,7887.717,8525.775,9838.561,8228.748,9207.837,10194.26,11012.001,11430.039,12163.439,11738.067,12665.818,12335.788,11455.708,15702.094,15969.785,16021.123,15621.42,17319.241,18404.673,18019.638,18643.028,13927.266,15698.427,16468.497,17509.925,19207.746,18830.045,22013.001,24011.516,21704.973,23252.447,23439.464,3.542864352,10.54739644,9.193608577,6.714155733,8.747480495,6.557022226,3.384358282,5.121012421,5.492662463,6.162905812,12.16585954,13.76735897,16.03597749,23.02385558,21.43721519,21.57414712,23.16397093,24.63321967,24.00754843,23.72438154,21.9162911,22.78857334,25.49180205,20.75623728,22.61128915,24.30532276,25.4033016,25.4569972,26.14472041,24.39707478,25.5388068,24.20424052,21.91439852,29.31179484,29.080863,28.4198517,26.94021781,28.96998331,29.77842227,28.11597057,27.95664425,20.04231731,21.64210708,21.6236937,21.67099428,22.15390524,20.01475859,21.44329552,21.51999548,18.13623374,18.43502476,17.94732981
"Bahamas, The",24.25,-76,BHS,CO2 emissions (kt),EN.ATM.CO2E.KT,410.704,546.383,726.066,707.731,1085.432,1316.453,1092.766,1705.155,1631.815,1745.492,2574.234,6732.612,6490.59,7873.049,7389.005,8254.417,6464.921,9717.55,6607.934,6930.63,7990.393,2801.588,2262.539,2016.85,1855.502,1510.804,1411.795,1422.796,1540.14,1947.177,1950.844,1782.162,1793.163,1701.488,1686.82,1683.153,1668.485,1364.124,1679.486,1675.819,1668.485,1569.476,1576.81,1518.138,1723.49,1598.812,1521.805,1547.474,1045.095,1642.816,2464.224,1906.84,3.74983109,4.746698752,5.996432199,5.55819871,8.118596528,9.399945733,7.466084556,11.17350449,10.2869904,10.62704414,15.20013463,38.72277085,36.495974,43.38030955,39.91963673,43.70144852,33.51349628,49.29813614,32.79192699,33.63762995,37.93028102,13.0062023,10.2714289,8.956413615,8.066838829,6.437609722,5.903831357,5.845721493,6.220877629,7.731341446,7.610436221,6.825147348,6.737845363,6.274733096,6.113815363,6.008020675,5.879253115,4.753575312,5.790252849,5.708374777,5.600991638,5.177430741,5.100139082,4.807931416,5.343508847,4.856024274,4.531865599,4.521353712,2.99808943,4.630520322,6.829321287,5.199844019
Bosnia and Herzegovina,44,17.7,BIH,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4136.376,2948.268,3230.627,3428.645,4257.387,8393.763,10593.963,10377.61,13787.92,13362.548,14301.3,14488.317,15610.419,16204.473,17564.93,17590.599,20087.826,20615.874,21147.589,23747.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961686462,0.711941344,0.809223407,0.883835858,1.117234098,2.220951782,2.805680397,2.742215454,3.635213155,3.516694138,3.755251294,3.795422854,4.080225109,4.227205673,4.575983248,4.580386562,5.231546645,5.37188996,5.513993843,6.19665215
Belarus,53,28,BLR,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87487.286,74451.101,65914.325,62118.98,60157.135,59519.077,57597.569,55819.074,53468.527,52595.781,52390.429,53721.55,58037.609,59064.369,61829.287,60281.813,62815.71,60292.814,62221.656,63303.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.563751566,7.271325422,6.445128092,6.093680596,5.920977854,5.883075714,5.72028692,5.562438864,5.34418061,5.297721696,5.310737861,5.483469429,5.964810791,6.112425644,6.437868284,6.305628975,6.592748741,6.341938992,6.556549631,6.682510398
Belize,17.25,-88.75,BLZ,CO2 emissions (kt),EN.ATM.CO2E.KT,44.004,36.67,69.673,62.339,84.341,84.341,80.674,121.011,102.676,135.679,121.011,143.013,157.681,146.68,154.014,176.016,176.016,198.018,216.353,209.019,190.684,183.35,172.349,172.349,172.349,190.684,205.352,227.354,249.356,300.694,311.695,359.366,355.699,377.701,374.034,377.701,308.028,388.702,370.367,601.388,689.396,711.398,366.7,385.035,396.036,414.371,432.706,458.375,451.041,469.376,553.717,550.05,0.47795108,0.38721872,0.715409338,0.622356888,0.818288542,0.794762582,0.737799971,1.073753982,0.884672715,1.13767399,0.990440256,1.146010962,1.240137478,1.13446873,1.172939546,1.320836554,1.302423323,1.44548182,1.556810005,1.479173154,1.322807334,1.242494884,1.13763218,1.106077525,1.074883686,1.156249242,1.2110161,1.304188704,1.392855746,1.638927345,1.66191243,1.880247165,1.830471231,1.911297219,1.854609824,1.824977532,1.441579228,1.754007076,1.608270478,2.516015128,2.7875558,2.789916428,1.398540057,1.430654846,1.434471268,1.462766389,1.488235638,1.536093806,1.473195826,1.495185156,1.721708659,1.670904302
Bermuda,32.3333,-64.75,BMU,CO2 emissions (kt),EN.ATM.CO2E.KT,157.681,176.016,157.681,150.347,201.685,179.683,201.685,212.686,223.687,198.018,227.354,231.021,253.023,425.372,443.707,458.375,469.376,454.708,425.372,462.042,436.373,388.702,396.036,451.041,443.707,451.041,425.372,575.719,649.059,784.738,597.721,509.713,407.037,480.377,473.043,465.709,476.71,476.71,462.042,495.045,495.045,495.045,524.381,509.713,671.061,443.707,520.714,517.047,388.702,465.709,476.71,392.369,3.551373874,3.868483516,3.383712446,3.151928721,4.124437628,3.586487026,3.954607843,4.090115385,4.220509434,3.667,4.133709091,4.231153846,4.668321033,7.906542751,8.30911985,8.648584906,8.822857143,8.515131086,7.936044776,8.588141264,7.981946223,7.0608901,7.142347022,8.064384051,7.863938465,7.92718549,7.412986651,9.952099431,11.12411949,13.33658503,10.07519469,8.636129513,6.946616606,8.154422,7.974426837,7.794814716,7.928121206,7.879894871,7.581543409,8.077751489,8.006161758,7.920213106,8.335150687,8.0491591,10.52809853,6.916279577,8.070207523,7.968299223,5.955019687,7.095328783,7.320035624,6.07721021
Bolivia,-17,-65,BOL,CO2 emissions (kt),EN.ATM.CO2E.KT,1004.758,1041.428,1100.1,1213.777,1481.468,1510.804,1690.487,1892.172,2178.198,2548.565,2486.226,3061.945,3571.658,3457.981,3516.653,4059.369,4580.083,4481.074,5027.457,4737.764,4668.091,4792.769,4349.062,4290.39,4041.034,4125.375,3777.01,4030.033,4308.725,4994.454,5526.169,5797.527,6673.94,8063.733,8936.479,9460.86,10014.577,11026.669,11455.708,11243.022,10223.596,9823.893,9567.203,14128.951,13083.856,12068.097,14730.339,12445.798,13556.899,14246.295,15350.062,16120.132,0.272037723,0.276621295,0.286626494,0.310159434,0.371215692,0.371151111,0.407084848,0.44656968,0.50373838,0.577436614,0.551786663,0.665553985,0.760236181,0.720636406,0.717366156,0.810373151,0.89457664,0.856199953,0.939655385,0.866274904,0.835142834,0.839129259,0.745316773,0.719868684,0.664043162,0.664145932,0.595940954,0.623387096,0.653551374,0.742885591,0.806005065,0.829103981,0.935813472,1.108596111,1.204561642,1.250325769,1.29765447,1.400948435,1.427278992,1.373997368,1.225922572,1.156244814,1.10560774,1.60366373,1.458991452,1.322472482,1.586749065,1.318203858,1.412189336,1.459841011,1.547659087,1.599499039
