CountryName,Latitude,Longitude,CountryCode,IndicatorName,IndicatorCode,y1960,y1961,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,p1960,p1961,p1962,p1963,p1964,p1965,p1966,p1967,p1968,p1969,p1970,p1971,p1972,p1973,p1974,p1975,p1976,p1977,p1978,p1979,p1980,p1981,p1982,p1983,p1984,p1985,p1986,p1987,p1988,p1989,p1990,p1991,p1992,p1993,p1994,p1995,p1996,p1997,p1998,p1999,p2000,p2001,p2002,p2003,p2004,p2005,p2006,p2007,p2008,p2009,p2010,p2011
Cyprus,35,33,CYP,CO2 emissions (kt),EN.ATM.CO2E.KT,887.414,865.412,905.749,986.423,1001.091,1151.438,1243.113,1364.124,1624.481,1672.152,1705.155,1884.838,2405.552,2500.894,1925.175,1980.18,2464.224,2669.576,2808.922,3003.273,3208.625,3047.277,3102.282,3098.615,3182.956,3102.282,3545.989,4121.708,4129.042,4341.728,4653.423,4741.431,5276.813,5485.832,5636.179,5551.838,5764.524,5885.535,6391.581,6475.922,6849.956,6846.289,7022.305,7748.371,7334,7502.682,7788.708,8188.411,8540.443,8111.404,7708.034,7521.017,1.548907456,1.501421768,1.567877983,1.706874057,1.730108584,1.981919924,2.123850397,2.306975769,2.714294785,2.758794094,2.778849742,3.035850272,3.830496815,3.937739821,2.997151019,3.047579472,3.747721003,4.011215155,4.172170302,4.416493508,4.681349448,4.421643042,4.48493952,4.464387083,4.561958502,4.408573057,4.977944521,5.697846222,5.606477867,5.78090053,6.070122918,6.054400374,6.590579022,6.69972912,6.732450912,6.490424824,6.601260126,6.607518751,7.038876041,6.997282524,7.261794131,7.120558679,7.166472936,7.762732054,7.219733281,7.265914897,7.429896031,7.702824917,7.929771311,7.438338502,6.983907546,6.735375823
Czech Republic,49.75,15.5,CZE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138667.605,133035.093,126053.125,123651.24,125470.072,127552.928,122470.466,111938.842,123684.243,123548.564,119551.534,121700.396,116320.907,120108.918,122162.438,123321.21,116724.277,107626.45,111168.772,109485.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43792539,12.87869897,12.19839007,11.97329435,12.16356186,12.37881467,11.89683587,10.88490528,12.06079797,12.09291775,11.7242835,11.93843632,11.40725261,11.76245004,11.93120143,11.97429552,11.24012897,10.30516177,10.61336839,10.43108813
Germany,51,9,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929973.202,891975.748,877645.112,865558.68,864110.215,889614.2,862276.715,855364.42,822460.429,829977.779,853662.932,828771.336,823391.847,817711.664,797279.14,805845.252,780627.293,782152.765,721064.212,750697.239,729457.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.62264617,11.06332025,10.81424893,10.62839192,10.57946663,10.8602336,10.5111126,10.42527316,10.01775877,10.09563988,10.3662867,10.04711428,9.976374478,9.909703421,9.667572788,9.782471109,9.489020532,9.525658763,8.803954839,9.179816838,8.917832846
Djibouti,11.5,43,DJI,CO2 emissions (kt),EN.ATM.CO2E.KT,40.337,44.004,47.671,66.006,84.341,121.011,139.346,88.008,121.011,84.341,139.346,161.348,190.684,179.683,194.351,198.018,198.018,198.018,201.685,363.033,348.365,300.694,348.365,348.365,352.032,359.366,377.701,388.702,355.699,396.036,377.701,381.368,392.369,407.037,403.37,399.703,407.037,366.7,392.369,421.705,363.033,326.363,407.037,429.039,410.704,421.705,418.038,462.042,498.712,462.042,517.047,473.043,0.482292314,0.497225957,0.506061571,0.655979806,0.783954863,1.05260823,1.134111404,0.669756398,0.861527399,0.562682216,0.872728867,0.95263624,1.064013571,0.943039636,0.947328144,0.883291254,0.79647171,0.713264799,0.654368894,1.079639201,0.970484177,0.802529071,0.905448572,0.886632494,0.870097803,0.848622098,0.837348249,0.800514864,0.679767078,0.708713158,0.64195997,0.624498304,0.625725007,0.636776359,0.620685729,0.604624884,0.604628328,0.534825653,0.561927144,0.593405774,0.502424705,0.444582938,0.546021981,0.567019888,0.535018837,0.54175456,0.529872323,0.578051792,0.615968351,0.563399208,0.622346841,0.561940931
Dominica,15.4167,-61.3333,DMA,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,11.001,11.001,14.668,14.668,14.668,14.668,22.002,22.002,18.335,25.669,25.669,25.669,25.669,29.336,29.336,29.336,25.669,25.669,33.003,36.67,36.67,40.337,40.337,44.004,47.671,47.671,47.671,55.005,58.672,58.672,58.672,58.672,62.339,69.673,80.674,73.34,80.674,77.007,80.674,102.676,113.677,102.676,113.677,110.01,113.677,110.01,150.347,128.345,128.345,135.679,124.678,0.18330112,0.180240845,0.177481285,0.233121424,0.229470753,0.22552969,0.221220119,0.325079046,0.318675589,0.261137697,0.36114863,0.358675908,0.357820929,0.35778103,0.408516801,0.40693013,0.403810153,0.349661495,0.345761662,0.440492239,0.486901332,0.486494375,0.536624628,0.539625418,0.592925958,0.647351983,0.652803834,0.658730378,0.766695009,0.823559136,0.827205053,0.828127426,0.826622334,0.875486272,0.976195147,1.130410414,1.030837995,1.140171858,1.09548332,1.154101456,1.473557313,1.631883434,1.470876429,1.622612692,1.564308567,1.611479686,1.556231433,2.123695176,1.81071091,1.807803366,1.906487557,1.746141565
Denmark,56,10,DNK,CO2 emissions (kt),EN.ATM.CO2E.KT,29779.707,31734.218,36926.69,40707.367,43189.926,44337.697,50127.89,49075.461,53325.514,59401.733,62100.645,57062.187,59643.755,59266.054,55078.34,55778.737,60135.133,61847.622,61117.889,62999.06,60369.821,51789.041,53695.881,50175.561,50861.29,60072.794,58903.021,58341.97,55107.676,48785.768,50230.566,60270.812,54322.938,57065.854,61000.545,57172.197,72181.228,61557.929,59552.08,55148.013,51330.666,52918.477,52049.398,55998.757,50600.933,47095.281,54986.665,50256.235,46955.935,44513.713,46570.9,40377.337,6.502683093,6.881260155,7.945107361,8.6898313,9.146392939,9.316576004,10.44901166,10.14930055,10.96131479,12.14297486,12.59965647,11.49722715,11.9488346,11.80161179,10.91676863,11.02376646,11.85490289,12.15458515,11.97392623,12.31219662,11.78401383,10.11194239,10.49196453,9.810842233,9.950133216,11.74744309,11.50329653,11.37930503,10.74325063,9.505090019,9.770698699,11.69331148,10.5045545,10.99825503,11.7169489,10.92454083,13.71465193,11.64768852,11.22730415,10.36266364,9.613175554,9.875092348,9.68193193,10.38827349,9.362701019,8.690076931,10.11291416,9.20201511,8.547356106,8.05955954,8.394657734,7.248328717
Dominican Republic,19,-70.6667,DOM,CO2 emissions (kt),EN.ATM.CO2E.KT,1041.428,1030.427,1243.113,1250.447,1749.159,1547.474,1672.152,1569.476,2350.547,2654.908,3109.616,3523.987,4675.425,5966.209,6417.25,6340.243,6332.909,5614.177,5449.162,6809.619,6457.587,6167.894,6340.243,7913.386,7444.01,7293.663,8181.077,9754.22,9834.894,10366.609,9229.839,10043.913,10923.993,11763.736,12475.134,15885.444,17326.575,18001.303,18397.339,18562.354,19790.799,19816.468,21330.939,21514.289,18309.331,18639.361,19710.125,21301.603,21415.28,20546.201,21363.942,21888.323,0.316155334,0.302506327,0.353029129,0.343658929,0.465454148,0.39894126,0.41789414,0.380469161,0.553066499,0.606689677,0.690547919,0.760937217,0.982245556,1.220224128,1.278471377,1.231130923,1.199249459,1.037382663,0.982978685,1.199736255,1.111600233,1.037738633,1.043006237,1.273301381,1.171994901,1.124028931,1.234591817,1.441945841,1.424662705,1.471914996,1.284840456,1.371066238,1.46266565,1.545528895,1.609061051,2.012746914,2.157968488,2.205103244,2.217515361,2.202170904,2.311300988,2.278507374,2.415109633,2.399070827,2.011351976,2.017778603,2.103236007,2.241251046,2.222311005,2.103476066,2.158413689,2.182907888
Algeria,28,3,DZA,CO2 emissions (kt),EN.ATM.CO2E.KT,6160.56,6065.218,5669.182,5427.16,5650.847,6596.933,8430.433,8441.434,9061.157,11276.025,15075.037,18668.697,28349.577,38312.816,31906.567,32031.245,39170.894,41891.808,62529.684,45621.147,66519.38,46438.888,39269.903,52625.117,71103.13,72786.283,76277.267,84120.98,83948.631,80046.943,78924.841,81220.383,81935.448,82294.814,86500.863,95345.667,97131.496,88195.017,107080.067,92118.707,87930.993,84293.329,90853.592,92533.078,89493.135,107127.738,100919.507,109294.935,111575.809,121374.033,119276.509,121755.401,0.553763578,0.531809994,0.48495366,0.452824458,0.459568917,0.522448527,0.649480608,0.632118427,0.659262551,0.797205643,1.036082667,1.247898294,1.843623714,2.424182387,1.963829943,1.916994263,2.278671101,2.368082096,3.43337072,2.43173222,3.439876556,2.328502978,1.908557235,2.479009,3.247629232,3.22549764,3.281974148,3.517073769,3.413726487,3.169213147,3.045837153,3.05865541,3.014447082,2.961739082,3.049884255,3.298667223,3.302462522,2.950878349,3.529699396,2.994118743,2.819778007,2.668327798,2.840027912,2.856410052,2.727017138,3.220154559,2.990267154,3.189978037,3.205182841,3.428471639,3.309911831,3.316037892
Ecuador,-2,-77.5,ECU,CO2 emissions (kt),EN.ATM.CO2E.KT,1763.827,1646.483,1565.809,1796.83,2145.195,2277.207,2420.22,2592.569,3116.95,3593.66,4283.056,4224.384,4594.751,5262.145,6090.887,7363.336,8111.404,7484.347,10425.281,12167.106,13443.222,16692.184,19288.42,19556.111,21257.599,19431.433,15276.722,15115.374,17271.57,20267.509,16835.197,16486.832,22302.694,24187.532,13637.573,22812.407,23890.505,18276.328,22229.354,21272.267,20942.237,23446.798,24689.911,26523.411,28657.605,29908.052,28859.29,31308.846,29827.378,34601.812,34249.78,35727.581,0.388033962,0.352048961,0.325336409,0.362722269,0.420670187,0.4337438,0.447716962,0.465781971,0.543884145,0.609111227,0.705317726,0.676027884,0.714723972,0.795857812,0.895955182,1.053803042,1.129816577,1.01493199,1.376828541,1.565373826,1.685364252,2.039812816,2.298173404,2.272324509,2.409135417,2.148074553,1.647458051,1.59040026,1.773411291,2.031345804,1.647588271,1.576030103,2.083259992,2.208664986,1.218023689,1.993991124,2.044810707,1.532607278,1.82748771,1.715686519,1.658318708,1.824262709,1.88875499,1.995802056,2.121270026,2.177469736,2.066175813,2.203997908,2.064521305,2.355257087,2.293303404,2.354017387
"Egypt, Arab Rep.",27,30,EGY,CO2 emissions (kt),EN.ATM.CO2E.KT,16054.126,17088.22,18595.357,21554.626,25522.32,27641.846,26563.748,19677.122,22904.082,19695.457,21686.638,23047.095,25511.319,23795.163,26123.708,31099.827,34495.469,37865.442,39313.907,42947.904,45239.779,50978.634,56523.138,57091.523,63838.803,63937.812,74564.778,74810.467,74531.775,72181.228,75943.57,78715.822,81264.387,93156.468,85312.755,95723.368,102030.608,108202.169,122243.112,125393.065,141326.18,125451.737,127193.562,147963.45,150911.718,167207.866,178615.903,193342.575,196796.889,198069.338,204677.272,220790.07,0.593007187,0.614463121,0.651081042,0.735083038,0.848084351,0.895340981,0.839007617,0.606260151,0.688797443,0.578628942,0.623025305,0.648098721,0.702749457,0.642299969,0.690818689,0.805185814,0.873776732,0.937781796,0.951339179,1.014795327,1.043123042,1.146465345,1.239259047,1.219716142,1.328271941,1.294974343,1.469309199,1.433869292,1.39005973,1.311529011,1.346582307,1.364466228,1.379185401,1.54980851,1.392341946,1.533179998,1.604365105,1.670958138,1.854342271,1.868390547,2.068140433,1.80246891,1.793764997,2.048004318,2.050540499,2.231160223,2.341757815,2.491357004,2.491853031,2.462249164,2.494817067,2.635115225
Eritrea,15,39,ERI,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.687,293.36,341.031,528.048,590.387,619.723,608.722,630.724,605.055,726.066,770.07,766.403,561.051,579.386,414.371,513.38,513.38,520.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071059773,0.092715295,0.106485734,0.161947512,0.176909452,0.180695382,0.172190987,0.172564423,0.159706979,0.184824489,0.189441072,0.182856855,0.130342391,0.131490396,0.092069391,0.111761081,0.109470529,0.108718365
Spain,40,-4,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,48928.781,53677.546,60054.459,58822.347,64410.855,71117.798,77729.399,86519.198,97157.165,96882.14,116929.629,128682.364,145026.183,155367.123,173152.073,181644.845,198443.372,195663.786,200493.225,203745.854,215003.544,207288.176,209906.414,204867.956,198953.085,201233.959,190467.647,190878.351,199033.759,226671.938,218597.204,225634.177,233921.597,219253.597,233404.55,241611.296,233305.541,252073.247,261541.441,282355.333,294434.431,297830.073,314518.59,321097.188,339428.521,353462.13,350037.152,358236.564,329281.932,288237.201,270881.29,270675.938,1.606592711,1.74622172,1.935781533,1.879509312,2.037725257,2.225610193,2.407735709,2.647227559,2.93409754,2.897101868,3.457969859,3.763558021,4.203327913,4.462383496,4.925482397,5.11233151,5.521604916,5.379805252,5.437472164,5.476873749,5.742764043,5.492451569,5.532179658,5.373948129,5.197505001,5.237900974,4.942639092,4.941089809,5.140885817,5.843344438,5.626634657,5.794547705,5.987588918,5.594716862,5.939807762,6.134287753,5.909733061,6.368314307,6.584444749,7.071918993,7.312740021,7.307637297,7.591280782,7.611166445,7.908050681,8.097058048,7.88419571,7.920890716,7.16545181,6.216973378,5.815786526,5.790764234
Estonia,59,26,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22995.757,18782.374,18327.666,16827.863,18811.71,18353.335,16508.834,15287.723,15181.38,15595.751,14935.691,17051.55,17216.565,16780.192,16189.805,18844.713,17491.59,14745.007,18338.667,18650.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99960342,12.57079313,12.53161748,11.71339604,13.28891617,13.11388068,11.90979515,11.07308528,10.86724625,11.23520097,10.82806467,12.43984913,12.63554732,12.38596224,12.02085298,14.05608572,13.08183443,11.04896311,13.77319664,14.04988252
Ethiopia,8,38,ETH,CO2 emissions (kt),EN.ATM.CO2E.KT,352.032,341.031,396.036,421.705,407.037,645.392,825.075,1074.431,1727.157,1668.485,1653.817,1851.835,1408.128,1752.826,1738.158,1210.11,1177.107,1048.762,1371.458,1848.168,1822.499,1866.503,1481.468,1844.501,1664.818,1815.165,2214.868,2581.568,2673.243,2827.257,3017.941,2984.938,2966.603,3028.942,2948.268,2145.195,3744.007,4272.055,5023.79,5064.127,5819.529,4308.725,4481.074,4946.783,5243.81,5053.126,5419.826,5914.871,6369.579,6560.263,6618.935,7543.019,0.015892219,0.015042523,0.017054836,0.017719905,0.016683919,0.025801694,0.032177736,0.040882781,0.064098259,0.060335134,0.058202254,0.063318889,0.046727316,0.056490424,0.05456418,0.037155796,0.035514359,0.031200013,0.04027371,0.053462499,0.051716809,0.051713255,0.039921511,0.048210431,0.042154225,0.044515527,0.052613302,0.059387048,0.059526165,0.060888166,0.062799074,0.059956589,0.057489213,0.056639088,0.053250018,0.037479018,0.063375665,0.070156446,0.080114599,0.078452585,0.087585994,0.062999385,0.063659604,0.068295273,0.070380123,0.065960442,0.068835709,0.073120622,0.076668381,0.076906232,0.07559157,0.083943117
Finland,64,26,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,15104.373,14939.358,16809.528,19358.093,22852.744,25327.969,29519.35,28617.268,33314.695,37935.115,40395.672,40582.689,44161.681,49387.156,46680.91,46101.524,51279.328,50219.565,51913.719,54333.939,58246.628,51510.349,43083.583,41576.446,42254.841,49665.848,53329.181,57656.241,52185.077,52584.78,51745.037,53699.548,47472.982,50402.915,57223.535,52713.125,61282.904,59933.448,56988.847,55423.038,52427.099,57051.186,61682.607,69130.284,67091.432,54645.634,66200.351,63985.483,56596.478,53167.833,61843.955,54766.645,3.409846728,3.348877215,3.742567366,4.279630907,5.024189944,5.549837063,6.444050245,6.213386589,7.200890139,8.20434233,8.769643882,8.799132244,9.51830728,10.58429033,9.9520677,9.785017744,10.85124292,10.59729975,10.92339046,11.40345731,12.18667255,10.73140319,8.925664185,8.562246655,8.65558094,10.13132618,10.84333288,11.68994386,10.54993985,10.59243558,10.37716896,10.71047721,9.415521088,9.948375064,11.24602792,10.32014335,11.95863616,11.66057821,11.05828449,10.7295164,10.12847414,10.9967421,11.86067583,13.26109694,12.83267498,10.41643805,12.57063845,12.09848186,10.65165217,9.958628519,11.53084023,10.1640461
Fiji,-18,175,FJI,CO2 emissions (kt),EN.ATM.CO2E.KT,194.351,168.682,231.021,242.022,425.372,344.698,322.696,355.699,396.036,432.706,520.714,550.05,579.386,630.724,671.061,623.39,484.044,766.403,711.398,839.743,795.739,1081.765,839.743,715.065,583.053,579.386,605.055,476.71,553.717,630.724,817.741,674.728,722.399,762.736,817.741,869.079,894.748,737.067,704.064,803.073,865.412,1114.768,836.076,861.745,1133.103,1364.124,1360.457,1202.776,1078.098,847.077,1294.451,1235.779,0.494050328,0.414297363,0.547993719,0.55483164,0.944322592,0.743069388,0.677464526,0.729024351,0.793839086,0.849010809,1.000355408,1.0347046,1.067380727,1.13826702,1.186907706,1.08116311,0.823872427,1.281057671,1.167474087,1.35106614,1.252627287,1.661807155,1.256731558,1.04329804,0.83249758,0.814129722,0.842052305,0.660514739,0.765947175,0.870415553,1.122305545,0.917411883,0.970269994,1.010214245,1.068012684,1.120672136,1.140563355,0.929631877,0.879734704,0.995758183,1.066799142,1.369132232,1.024991081,1.055250506,1.384610591,1.659881726,1.644275372,1.440917951,1.278570124,0.994392232,1.505259596,1.424813248
France,46,2,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,271218.654,281211.229,298706.486,334019.696,345303.055,351852.317,347235.564,372009.816,384631.63,413259.899,439013.24,462434.369,480729.032,516599.626,499071.366,446919.292,505602.293,480857.377,505858.983,529155.434,505363.938,454700.666,436893.714,422603.415,405342.846,400880.107,385614.386,377491.981,372207.834,390649.177,375632.812,390627.175,365819.92,359861.045,338093.733,349116.735,375280.78,351507.619,381877.713,373461.948,364063.427,381155.314,378929.445,386333.118,388401.306,390550.168,381467.009,374914.08,371734.791,356626.751,357437.158,338805.131,5.793507945,5.927130464,6.207578239,6.844149785,6.982957004,7.033701955,6.874765083,7.30642216,7.501194027,8.00297878,8.436868233,8.81155982,9.07734214,9.666680526,9.262230669,8.237752775,9.27004864,8.780463816,9.20614423,9.598217534,9.131853937,8.180155178,7.821404774,7.52548753,7.177923254,7.058284444,6.749452533,6.56706621,6.435519509,6.714180737,6.419668186,6.670624392,6.216012937,6.088322359,5.698798649,5.86337915,6.280524233,5.861894899,6.344928499,6.173259953,5.976826414,6.212048122,6.131021892,6.206664599,6.194114409,6.181610461,5.995893723,5.856547408,5.774521922,5.511405389,5.496706655,5.185043424
Faroe Islands,62,-7,FRO,CO2 emissions (kt),EN.ATM.CO2E.KT,58.672,113.677,117.344,124.678,121.011,135.679,139.346,168.682,183.35,212.686,256.69,260.357,234.688,253.023,300.694,348.365,330.03,407.037,399.703,480.377,421.705,440.04,458.375,487.711,498.712,517.047,491.378,498.712,528.048,579.386,623.39,594.054,605.055,667.394,586.72,689.396,608.722,594.054,630.724,638.058,689.396,762.736,733.4,748.068,766.403,722.399,678.395,689.396,630.724,575.719,630.724,568.385,1.712251211,3.273164411,3.338093477,3.507116737,3.366466366,3.731237797,3.786164547,4.527403511,4.861074288,5.572948328,6.652240392,6.678731755,5.962601626,6.368402507,7.495612723,8.595450171,8.054620003,9.820662533,9.528989653,11.31150513,9.804812834,10.10216029,10.39281261,10.92028839,11.02393952,11.27938482,10.56704157,10.5672755,11.04957208,12.04419499,12.97890945,12.50797996,12.99126122,14.66767763,13.15515695,15.63291685,13.80916948,13.35943509,13.97695342,13.91559801,14.82859048,16.22428316,15.45561831,15.64603029,15.93254059,14.94505244,13.98608391,14.18539476,12.97012071,11.8429021,12.9866782,11.72121175
"Micronesia, Fed. Sts.",6.9167,158.25,FSM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.007,80.674,117.344,135.679,176.016,146.68,146.68,146.68,121.011,124.678,143.013,121.011,168.682,121.011,128.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709702689,0.745352748,1.088453547,1.26295262,1.642399925,1.371058953,1.373202516,1.376307764,1.139484736,1.179769114,1.360991625,1.158310361,1.622550764,1.167845665,1.240335923
Gabon,-1,11.75,GAB,CO2 emissions (kt),EN.ATM.CO2E.KT,132.012,165.015,88.008,73.34,190.684,216.353,381.368,1012.092,1961.845,1433.797,2082.856,2845.592,2739.249,5313.483,5452.829,5368.488,5709.519,6314.574,7561.354,6754.614,6633.603,6574.931,6556.596,5518.835,5995.545,6318.241,4968.785,4022.699,4334.394,5771.858,4844.107,1477.801,2130.527,3281.965,3351.638,3857.684,3534.988,3545.989,1631.815,1437.464,1052.429,1782.162,1778.495,1441.131,1851.835,2174.531,2082.856,1991.181,2057.187,2145.195,2244.204,2236.87,0.264452943,0.327297719,0.172630373,0.142057451,0.364044575,0.406287558,0.702902157,1.827444933,3.466904527,2.480128487,3.529552514,4.728986562,4.467655257,8.506676806,8.56417759,8.262784373,8.601600846,9.302746374,10.88381165,9.492897136,9.09753348,8.794800112,8.549847627,7.01234535,7.419420905,7.61150404,5.824804024,4.58752938,4.808124037,6.228749212,5.086910316,1.510654719,2.120775673,3.182178254,3.166029519,3.550727186,3.170736914,3.100079732,1.391011445,1.195483744,0.854557841,1.413926145,1.37954238,1.093345462,1.374250106,1.57828952,1.478335179,1.381898977,1.39589453,1.423082894,1.455445622,1.418165749
United Kingdom,54,-2,GBR,CO2 emissions (kt),EN.ATM.CO2E.KT,584299.78,588938.535,593360.937,603822.888,608355.3,622619.93,618564.228,592517.527,606969.174,628857.497,653063.364,660863.073,648486.948,660034.331,617607.141,603643.205,598912.775,604746.972,605084.336,644893.288,579290.658,560819.979,548520.861,545741.275,529335.117,559855.558,568777.369,571868.65,570464.189,581721.879,555902.532,566804.523,556192.225,545561.592,546606.687,537970.902,551124.431,527021.24,531861.68,530871.59,541799.25,545865.953,527087.246,538517.285,539137.008,542492.313,541373.878,528323.025,521513.406,473237.351,492192.074,448235.745,11.15075916,11.15413892,11.14292839,11.25485346,11.26583889,11.45615951,11.31896078,10.78410455,10.99348823,11.34267041,11.7323973,11.82303629,11.56235418,11.74552694,10.98359286,10.73605364,10.65454202,10.76186851,10.76729499,11.46539104,10.28675704,9.955296648,9.740461658,9.687798405,9.381702909,9.900139784,10.03463939,10.06774667,10.02074396,10.19193063,9.710497347,9.870362031,9.659401562,9.452091001,9.446118546,9.2723181,9.474872432,9.037187368,9.093651543,9.04651127,9.199798297,9.233237014,8.877934874,9.028317864,8.987428516,8.981481479,8.8973241,8.615489319,8.4377732,7.598999603,7.841653312,7.085732086
Georgia,42,43.5,GEO,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15335.394,9952.238,6083.553,2302.876,4066.703,4437.07,4961.451,4345.395,4536.079,3769.676,3388.308,3773.343,4323.393,5067.794,6149.559,6420.917,6417.25,6270.57,6530.927,7931.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.146690058,2.026478386,1.25134791,0.486454584,0.880982431,0.979139818,1.105665099,0.975944975,1.026657085,0.859400875,0.777669956,0.877317601,1.018467138,1.209497375,1.486837282,1.572983097,1.592369727,1.576312217,1.663506623,2.046895742
Ghana,8,-2,GHA,CO2 emissions (kt),EN.ATM.CO2E.KT,1463.133,1345.789,1433.797,1723.49,1650.15,1705.155,1441.131,1496.136,1763.827,1690.487,2625.572,2295.542,2423.887,2475.225,2937.267,2746.583,2434.888,3003.273,2970.27,2658.575,2559.566,3047.277,3043.61,3655.999,2581.568,3325.969,3047.277,3285.632,3450.647,3344.304,3931.024,4044.701,4096.039,4664.424,5071.461,5427.16,5757.19,6395.248,6402.582,6549.262,6288.905,6919.629,7422.008,7631.027,7348.668,6992.969,9358.184,9827.56,9138.164,7708.034,10102.585,10080.583,0.219944425,0.195992162,0.202357559,0.235983576,0.219630931,0.221145789,0.18262989,0.185683744,0.214550845,0.201312057,0.305406424,0.260051094,0.266842845,0.264726804,0.305828964,0.279368196,0.242918646,0.294730688,0.286858165,0.251979239,0.236952423,0.274094661,0.264935613,0.307352589,0.209693217,0.261552906,0.232546002,0.243734357,0.24909748,0.234976683,0.268728065,0.268880674,0.264746912,0.293226407,0.310383391,0.323797083,0.335320534,0.364016153,0.356312531,0.356239678,0.334072085,0.358645138,0.375072777,0.375812764,0.352614883,0.32693445,0.42630423,0.436236777,0.395319087,0.325052954,0.415441052,0.404379798
Guinea,11,-10,GIN,CO2 emissions (kt),EN.ATM.CO2E.KT,410.704,616.056,660.06,696.73,700.397,696.73,718.732,726.066,748.068,748.068,792.072,814.074,832.409,803.073,839.743,843.41,887.414,902.082,902.082,946.086,964.421,990.09,982.756,953.42,979.089,993.757,997.424,993.757,1026.76,1045.095,1056.096,1074.431,1074.431,1103.767,1228.445,1250.447,1272.449,1279.783,1243.113,1272.449,1279.783,1298.118,1323.787,1342.122,1342.122,1180.774,1180.774,1210.11,1998.515,2108.525,2486.226,2596.236,0.114804749,0.169535949,0.178831524,0.18579863,0.183734592,0.179671278,0.182040147,0.180529006,0.182699447,0.17980783,0.187897734,0.191137475,0.193889744,0.18591796,0.193455828,0.193454419,0.202755549,0.20531957,0.204272392,0.212514196,0.214003855,0.21597385,0.209766847,0.198433214,0.19830735,0.195671954,0.190947426,0.184883028,0.185059487,0.18131913,0.175021818,0.168747045,0.159142097,0.15425297,0.163001804,0.159028583,0.156612982,0.153610224,0.146290203,0.147149249,0.145443687,0.144947897,0.145243067,0.144600721,0.141801846,0.122119267,0.119290573,0.119193056,0.191660762,0.196768408,0.225765923,0.229423425
"Gambia, The",13.4667,-16.5667,GMB,CO2 emissions (kt),EN.ATM.CO2E.KT,18.335,22.002,25.669,29.336,29.336,29.336,33.003,33.003,36.67,47.671,47.671,55.005,66.006,62.339,62.339,99.009,99.009,113.677,139.346,146.68,157.681,157.681,161.348,161.348,172.349,172.349,161.348,179.683,183.35,179.683,190.684,198.018,198.018,209.019,209.019,216.353,216.353,216.353,234.688,256.69,275.025,282.359,315.362,315.362,322.696,322.696,337.364,396.036,410.704,436.373,473.043,421.705,0.049832984,0.058401639,0.066929144,0.075400314,0.074352684,0.073181744,0.080853639,0.079268966,0.086179141,0.109387334,0.106579056,0.119525938,0.139095288,0.127258809,0.123318536,0.190010939,0.18457744,0.206002649,0.245401777,0.250668626,0.260901003,0.252122997,0.248916233,0.239662522,0.24582761,0.235419865,0.210472764,0.223449077,0.217481555,0.203919668,0.207986161,0.208551959,0.202120851,0.207299245,0.20163376,0.203006157,0.197431374,0.192008953,0.202491629,0.215177883,0.223804444,0.222838238,0.241162553,0.233541799,0.231368576,0.22401013,0.226764113,0.257764784,0.258833628,0.266259849,0.279410774,0.241098417
